impression_id,campaign_id,hour,device_type,floor_price,market_price,click,conversion
0,4,10,0,3.5785731783258825,6.403577511717531,0,0
1,5,2,0,1.3375957474875872,2.646998432169638,0,0
2,3,18,0,4.972845538133288,6.4547966675751365,0,0
3,5,19,0,1.7318159319337196,3.2314509477894866,0,0
4,5,22,1,1.7031222671018642,4.193873846490332,0,0
5,2,20,1,1.9675582104715277,4.8790215630725635,0,0
6,3,10,1,2.642861177716655,3.8664119425622117,0,0
7,3,13,1,2.283438333446848,5.249945861276391,0,0
8,3,5,1,3.0480994002728674,6.023688788730832,0,1
9,5,18,1,4.64292433266313,6.372005216979583,0,0
10,4,20,1,1.1619148947169653,3.7066985829658616,0,0
11,3,14,1,2.547721951976353,4.087501299942975,0,0
12,5,10,0,4.943351039649034,7.280551442510809,0,0
13,2,17,1,1.9918578134677953,3.792579264204871,1,0
14,4,3,1,4.274052952561247,6.572247290199453,0,0
15,2,18,0,2.567954645540513,3.3009749614401414,0,0
16,4,2,0,4.641009517462107,5.487020418323432,0,0
17,5,11,1,3.5478210056473505,4.45358203552305,0,0
18,1,3,1,4.573102236641232,7.345409920620066,0,0
19,4,23,1,3.5388064294776553,5.72581942378625,0,0
20,2,11,0,4.561110571554589,6.308805743566777,1,0
21,5,23,1,4.61641685307073,5.311048608734963,0,0
22,4,0,1,2.1983278711012137,4.080857527169461,0,0
23,1,15,1,4.355236561966474,5.2938203534480035,0,0
24,1,20,1,4.360171639685978,5.462689520033683,0,0
25,3,1,1,3.820287398715765,6.741460274751429,0,0
26,3,21,1,1.9645847816960953,4.280641628335024,0,0
27,2,2,1,1.4314017595914548,2.1969414289006624,0,0
28,4,15,1,3.4721128288827074,5.94226185141725,0,0
29,4,9,0,3.6156788666712325,5.655052618155079,0,0
30,3,8,1,4.880886616611885,6.149384056265029,0,0
31,4,13,1,2.592636027233119,4.138803804861032,0,0
32,4,7,0,3.8908886035621117,5.164981258035053,0,0
33,1,1,1,4.516625221664826,6.564754558292466,0,0
34,3,10,1,4.195280626528536,5.686187197607627,0,0
35,5,1,0,2.617115836568049,4.051990568102238,0,0
36,3,14,1,1.957860548249697,4.670802660712731,0,0
37,5,17,0,1.1279554291312328,1.8966327773885416,0,0
38,1,4,1,4.032351066262631,5.788094646971338,0,0
39,2,6,1,2.53913604703063,3.8703187048585637,0,0
40,4,22,1,3.007435875964641,3.554437616736549,0,0
41,1,18,0,4.9291503728346555,6.023906068408288,0,0
42,4,18,0,1.0191274921937916,2.7390864046611756,0,0
43,2,15,1,2.102051939582425,4.20161346701231,0,0
44,2,18,0,4.924399498934255,7.4477807318589635,0,0
45,1,16,1,2.9518476015208406,5.539395367345336,0,0
46,2,12,0,4.750638729512749,6.967775973668263,0,0
47,5,7,1,4.405609397902107,6.157328722485964,0,0
48,2,10,0,3.8466086454797437,5.520246428778403,0,0
49,4,17,0,3.854989360626403,6.554700912394208,0,0
50,4,10,0,1.018547021559756,3.7610550659192743,0,0
51,4,22,1,2.188796927276976,3.1275929077399374,0,0
52,4,8,0,2.7634530461317164,4.367626201159149,0,0
53,5,13,1,3.0792190640561414,5.581095963535529,0,0
54,3,1,1,2.775390475390116,4.891910185839796,0,0
55,1,16,1,2.7459388120462194,4.111783861885889,0,0
56,4,20,1,4.450452305091524,6.017633084348409,0,0
57,2,15,0,4.878412707121668,7.78277563202216,0,0
58,4,4,1,4.388137051863666,6.822953070188067,0,0
59,2,0,0,3.7646127437610075,5.7903617893647645,0,0
60,2,8,1,3.945166809232147,6.907533440065997,0,0
61,4,2,1,3.9493204292559856,6.401417930188666,0,0
62,5,13,0,4.198816250472627,5.241140251694913,0,0
63,2,17,0,1.223660268091606,2.341332772120408,1,0
64,2,11,0,1.2991357311855376,3.7222250007236117,0,0
65,4,22,1,1.3895038924119523,2.065194735120144,1,0
66,2,13,0,4.644734075649394,7.600013095498497,0,0
67,2,15,1,3.487180839184784,5.737031990157728,0,0
68,4,4,0,2.821286766891605,3.6964833795574457,0,0
69,4,19,1,4.0809377935771,6.968076154854048,0,0
70,1,19,0,1.8804333847244536,4.743768548510773,0,0
71,5,14,0,4.220057001548458,4.7656181010937715,0,0
72,5,8,1,2.3834305675567897,3.741335703898875,0,0
73,2,16,1,3.5378894648847767,4.27440150894984,0,0
74,5,11,0,4.949818036837356,5.799536726045336,0,1
75,2,12,1,1.287513171159894,3.667646774931021,0,0
76,1,9,1,4.8299619290409765,5.859935376721459,0,0
77,4,6,0,4.071177888751649,5.20387998113884,0,0
78,4,23,0,2.781721067438605,3.4548016258012186,1,0
79,4,20,0,1.4101206797172332,3.316831631423365,0,0
80,5,6,0,1.4467938633983835,3.026393218270303,0,0
81,1,7,1,3.3297277228716897,5.931168508011894,0,0
82,5,23,0,3.101796957821797,5.923990068698167,0,0
83,5,14,0,3.141581806778443,3.9741367642847103,0,0
84,1,20,1,2.111783726339509,4.578734564662071,0,0
85,1,17,0,1.3670855299567841,1.9456462769108223,0,0
86,1,21,1,4.19775926683594,6.568327858027306,0,0
87,1,0,1,1.8870627084485307,3.1084644678879876,0,0
88,4,9,0,3.5815561615484985,5.926113623356082,0,0
89,3,21,1,2.459358045551635,5.101726020714356,0,0
90,3,18,0,3.536116698618973,5.954570650117661,0,0
91,1,2,0,4.0776475879206036,5.082719853779744,0,0
92,3,6,0,1.7759183514721917,3.031936213102552,0,0
93,3,3,1,1.0549002102889542,2.4777492793994838,0,0
94,1,4,1,2.1164271379503647,3.3078260680129983,0,0
95,3,5,1,4.845118547810028,6.478322130505026,0,0
96,5,9,0,1.7324351890654115,3.5818221348315755,0,0
97,2,11,0,2.8933555166317695,3.7299986716303737,0,0
98,2,13,0,2.4935726784727525,3.039735415667902,1,0
99,1,21,0,2.23814721910778,3.7351472865999686,0,0
100,4,1,1,3.923685675562748,6.657945081437928,0,0
101,1,2,1,3.8867050219160633,6.436477360586771,0,0
102,4,0,1,4.12053020461272,6.897698666537431,0,0
103,2,2,1,2.356695146376913,4.317723297312983,1,0
104,1,23,0,2.4368293190379857,4.746160962567542,0,0
105,5,14,1,3.1889875525249605,5.316360367561931,0,0
106,3,15,0,1.0151618667699847,2.714597988915843,0,0
107,4,19,1,4.815311661001435,5.901827309782938,0,0
108,3,1,0,1.9377944671479517,2.666159653517432,0,0
109,3,19,1,1.6894645362208491,4.094966052605166,1,0
110,1,15,1,3.5495120975471726,6.21209776491634,0,0
111,3,14,0,4.392415864665919,5.6302089805806235,0,0
112,5,6,1,3.5677924352995505,5.965827842329663,0,0
113,3,4,1,3.516818987509039,6.169280044329348,0,0
114,1,4,1,2.9535528672964877,5.809104572328716,0,0
115,5,20,0,4.562751631923654,5.483948580171984,0,0
116,2,8,1,4.8688746218765,6.088787519920617,0,0
117,3,22,0,3.3810570612322732,4.940371241149056,0,0
118,1,13,0,1.3155135106616656,2.0901078434776776,0,0
119,2,18,1,1.4035365101785877,2.432603007602812,0,0
120,2,17,0,2.676923380750535,3.301510340562633,0,0
121,4,8,1,2.968931825774263,5.285876626243777,0,0
122,5,2,1,3.5622928948517862,5.47210274173693,0,1
123,3,10,0,4.973418370860767,6.956034272744454,0,0
124,1,23,1,3.8312744719454574,6.245341668882675,0,0
125,4,14,0,4.493290372193518,5.20025241012995,0,0
126,5,3,0,4.7710607604825395,5.54312986411837,0,0
127,4,20,1,1.7826875111689189,2.3463139009643856,0,0
128,5,23,0,2.334633661421325,3.197738846897714,0,0
129,5,4,1,3.751910510517869,5.358967409793419,0,0
130,3,17,0,3.611780986404079,4.597823158070387,0,0
131,5,21,0,2.6929134919351774,5.078768627516869,0,0
132,4,22,1,4.41633136866834,6.282875663820955,0,0
133,5,11,1,4.9237744777699675,7.645556367086414,0,0
134,3,0,0,2.593592432684878,4.476224755167176,0,0
135,3,21,0,2.3896608240050217,4.899477641171013,0,0
136,4,19,0,2.152735699482604,4.8422671643120125,0,1
137,2,1,1,3.245051417643433,5.54642561561242,0,0
138,2,8,0,3.448932182590298,5.701587006723875,0,0
139,5,21,1,1.7281349995770134,2.8063702438156453,0,1
140,1,17,0,2.128050397212105,3.7867344978395874,0,0
141,5,4,0,1.4828032471950583,2.4153908389198624,0,0
142,4,21,0,4.617586150407636,5.506361010144749,0,0
143,4,13,0,3.5938628167676394,4.622667617440657,0,0
144,4,10,0,3.224093891612324,4.377627935638705,0,0
145,4,20,1,4.695176636193739,7.1187750694140295,0,0
146,4,21,1,4.930821252148281,7.753976776766747,0,0
147,3,2,1,1.09942966871601,1.8069283481169258,0,0
